,userId,movieId,rating
431606,2982,4056,3.5
431611,2982,4081,2
431619,2982,4099,1.5
431637,2982,4143,1.5
431655,2982,4223,4.5
431659,2982,4232,3.5
431661,2982,4234,3.5
431662,2982,4235,4
431686,2982,4332,3
431687,2982,4337,4
431688,2982,4340,1
431690,2982,4343,2.5
431691,2982,4344,2
431699,2982,4367,2
431702,2982,4370,4
431708,2982,4398,1.5
431724,2982,4453,2
431736,2982,4487,2
431755,2982,4532,2.5
431772,2982,4571,3.5
431776,2982,4585,3
431777,2982,4588,1.5
431782,2982,4603,2.5
431784,2982,4611,3.5
431798,2982,4649,3.5
431800,2982,4653,1.5
431813,2982,4681,4.5
431840,2982,4774,3
431874,2982,4895,0.5
431888,2982,4952,2
431891,2982,4963,4.5
431907,2982,5013,3.5
431908,2982,5014,1
431921,2982,5065,3
431922,2982,5077,3
431935,2982,5157,2
431936,2982,5159,3
431944,2982,5189,3
431952,2982,5218,3.5
431954,2982,5222,4
431977,2982,5313,2.5
431986,2982,5356,1
431989,2982,5370,2
431993,2982,5388,4
432020,2982,5468,3
432030,2982,5504,3
432053,2982,5591,2.5
432056,2982,5600,4
432061,2982,5620,2
432062,2982,5621,1.5
432067,2982,5646,4
432084,2982,5707,4
432085,2982,5712,3.5
432091,2982,5734,1
432121,2982,5852,2
432129,2982,5881,4
432136,2982,5925,1.5
432161,2982,6027,3.5
432162,2982,6036,2.5
432200,2982,6249,0.5
432219,2982,6323,4
432229,2982,6345,2.5
432231,2982,6352,1.5
432233,2982,6366,2.5
432240,2982,6380,3.5
432243,2982,6405,3.5
432245,2982,6413,2.5
432272,2982,6592,3.5
432277,2982,6620,4
432304,2982,6741,2
432309,2982,6752,1.5
432315,2982,6774,3.5
432321,2982,6797,4
432328,2982,6809,3
432330,2982,6811,3
432340,2982,6867,4
432348,2982,6887,1.5
432351,2982,6899,1
432357,2982,6946,4
432362,2982,6957,3.5
432369,2982,6991,3.5
432372,2982,7000,3
432373,2982,7001,5
432386,2982,7036,1.5
432398,2982,7137,3.5
432405,2982,7154,2.5
432416,2982,7199,4
432420,2982,7229,3
432425,2982,7259,1.5
432436,2982,7293,2
432439,2982,7317,2
432449,2982,7352,3.5
432453,2982,7366,3.5
432496,2982,7984,3.5
432520,2982,8451,4
432533,2982,8532,3
432542,2982,8587,4
432552,2982,8633,4
432557,2982,8640,1.5
432560,2982,8643,1
432567,2982,8689,2.5
432591,2982,8798,4.5
432592,2982,8799,1.5
432621,2982,8847,1.5
432623,2982,8851,3.5
432639,2982,8873,4
432642,2982,8879,4
432648,2982,8891,3
432662,2982,8911,1
432668,2982,8917,3
432676,2982,8939,2.5
432681,2982,8947,2
432698,2982,8974,3
432708,2982,8996,2
432711,2982,9000,4
432716,2982,9016,1.5
432718,2982,26174,3
432736,2982,27837,3.5
432743,2982,30812,4
432744,2982,30816,1.5
432755,2982,30977,2.5
432759,2982,31032,3.5
432760,2982,31035,4
432767,2982,31420,2.5
432779,2983,1183,2
432780,2983,1407,3
432790,2983,1485,3
432801,2984,2858,5
432804,2984,4344,2.5
432805,2984,4367,2
432812,2984,31685,2.5
432822,2984,58559,3
432846,2984,96751,4
432864,2984,104441,4.5
432885,2984,116823,5
432902,2985,733,4.5
432910,2985,1266,5
432918,2985,4963,5
432971,2986,58559,4
432975,2986,94864,2.5
433002,2987,858,5
433005,2987,1097,5
433012,2987,1210,4
433021,2987,1270,5
433027,2987,1653,5
433030,2987,1907,4.5
433042,2987,3499,3.5
433046,2987,4370,4
433064,2987,58559,4.5
433068,2987,78499,4
433081,2987,168492,4
433082,2987,176371,4.5
433086,2987,184253,3
433091,2988,141,3
433092,2988,150,3
433098,2988,316,4
433099,2988,329,5
433107,2988,780,3
433118,2988,1210,3
433121,2988,1233,4
433123,2988,1270,5
433125,2988,1372,3
433134,2989,150,4
433144,2989,280,3
433149,2989,299,4
433156,2989,329,3
433167,2989,440,3
433193,2989,610,3
433215,2990,500,2.5
433226,2990,780,4
433242,2990,1210,4.5
433249,2990,1259,4
433251,2990,1270,4.5
433254,2990,1298,3
433258,2990,1407,3
433260,2990,1485,4
433268,2990,1653,4
433273,2990,1907,4
433285,2990,2273,4.5
433292,2990,2406,4.5
433301,2990,2599,2.5
433308,2990,2804,4.5
433312,2990,2919,3
433314,2990,2987,4.5
433316,2990,3033,3
433340,2990,3868,4.5
433342,2990,3972,4
433358,2990,4571,5
433363,2990,4963,4
433368,2990,5039,4
433391,2990,6484,4
433402,2990,7293,4
433403,2990,7317,4
433415,2990,8799,3.5
433419,2990,8917,4
433423,2990,32031,3.5
433442,2991,674,3
433443,2991,858,4
433455,2991,1086,4
433460,2991,1210,3
433464,2991,1270,5
433470,2991,1339,3
433476,2991,1951,5
433478,2991,2001,3
433515,2991,3868,2
433521,2991,4339,4
433534,2991,5693,5
433544,2992,858,5
433560,2992,1247,5
433570,2992,2804,5
433571,2992,2858,5
433581,2993,733,4
433608,2994,765,3
433616,2994,1485,4.5
433649,2994,4020,5
433658,2994,6879,5
433660,2994,7154,4
433662,2994,31685,4.5
433682,2995,150,5
433684,2995,160,4
433689,2995,316,4
433691,2995,329,4
433702,2995,435,3
433703,2995,440,4
433707,2995,500,5
433715,2996,150,3.5
433757,2996,58559,4
433785,2997,1250,3.5
433795,2997,5218,4.5
433817,2998,58559,3.5
433837,2999,366,1
433841,2999,440,3
433852,2999,780,3
433856,2999,1184,2
433859,2999,1270,3
433860,2999,1339,3
433861,2999,1342,2
433884,2999,2485,3
433904,2999,2858,3
433910,2999,2987,3
433923,2999,3499,3
433930,2999,3986,1
433938,3000,585,0.5
433955,3000,7199,5
433965,3001,150,3
433970,3001,307,4.5
433981,3001,500,3
433986,3001,585,0.5
433994,3001,733,2.5
433996,3001,780,4
433997,3001,858,4
434001,3001,1097,3.5
434006,3001,1210,4.5
434013,3001,1270,4
434024,3001,1673,5
434051,3001,2858,3.5
434057,3001,3033,3.5
434064,3001,3700,4.5
434072,3001,4282,5
434073,3001,4283,5
434078,3001,4963,2
434095,3001,8338,4
434107,3001,48043,3
434141,3002,1917,1
434146,3002,2321,4
434151,3002,2599,4.5
434155,3002,2804,3.5
434156,3002,2858,5
434170,3002,4963,4.5
434200,3003,2243,1
434204,3003,2858,3
434237,3004,316,3
434247,3004,440,4
434261,3004,733,4
434263,3004,785,5
434265,3004,858,5
434273,3004,1097,3
434284,3004,1210,4
434290,3004,1233,4
434298,3004,1270,4
434328,3004,1485,4
434346,3004,1917,4
434357,3004,2001,5
434370,3004,2174,3
434376,3004,2273,3
434379,3004,2321,5
434393,3004,2406,4
434421,3004,2794,3
434425,3004,2804,5
434427,3004,2858,3
434432,3004,2950,2
434450,3004,3301,4
434467,3005,147,4.5
434482,3005,627,3.5
434492,3005,1210,5
434504,3005,1339,4.5
434514,3005,1653,4.5
434517,3005,1799,4
434518,3005,1884,4.5
434519,3005,1917,2.5
434534,3005,2599,3
434539,3005,2858,4
434543,3005,3033,5
434564,3005,4571,4
434569,3005,4744,4
434574,3005,4963,4.5
434595,3005,6755,4
434600,3005,7124,4
434612,3005,8917,4.5
434626,3006,858,5
434636,3006,1209,4.5
434637,3006,2019,4
434667,3006,58559,5
434669,3006,78499,4.5
434671,3006,80463,4.5
434681,3006,115569,4.5
434690,3006,131724,4
434704,3007,95,4
434709,3007,150,4
434711,3007,160,4
434712,3007,163,4
434724,3007,316,5
434727,3007,329,2
434742,3007,546,3
434750,3007,733,4
434754,3007,780,4
434756,3007,858,5
434759,3007,940,2
434767,3007,1129,5
434775,3007,1210,5
434784,3007,1270,4
434793,3007,1372,2
434806,3007,1573,5
434811,3007,1591,3
434832,3007,1881,4
434835,3007,1884,4
434839,3007,1907,5
434840,3007,1909,5
434842,3007,1917,3
434848,3007,2001,4
434866,3008,1562,3.5
434892,3009,95,4
434896,3009,141,4
434898,3009,150,4.5
434903,3009,163,4.5
434910,3009,236,3.5
434916,3009,316,1
434919,3009,329,4.5
434937,3009,435,3
434938,3009,440,4
434947,3009,500,4
434960,3009,594,2
434968,3009,733,4.5
434973,3009,780,4
434978,3009,858,5
434997,3009,1097,3
435000,3009,1129,3.5
435002,3009,1183,3.5
435011,3009,1210,5
435024,3009,1247,4.5
435027,3009,1259,1.5
435029,3009,1270,4.5
435041,3009,1372,4
435053,3009,1485,5
435059,3009,1573,3.5
435069,3009,1674,5
435077,3009,1917,2.5
435087,3009,2001,5
435103,3009,2137,3
435105,3009,2174,3
435110,3009,2273,4.5
435111,3009,2301,1
435113,3009,2321,3.5
435125,3009,2406,4.5
435129,3009,2412,1.5
435138,3009,2532,4
435161,3009,2804,5
435164,3009,2858,1
435170,3009,2921,2
435176,3009,2949,4.5
435179,3009,2987,3.5
435184,3009,3033,5
435201,3009,3301,4
435205,3009,3407,0.5
435225,3009,3682,5
435239,3009,3868,5
435242,3009,3972,3
435263,3009,4367,4
435286,3009,4947,5
435288,3009,4963,4.5
435297,3009,5218,5
435303,3009,5388,2
435330,3009,6503,3.5
435331,3009,6522,0.5
435359,3009,7199,1
435363,3009,7293,4.5
435366,3009,7378,3.5
435381,3009,8259,1
435383,3009,8337,4.5
435405,3009,8798,3
435423,3009,26555,3.5
435426,3009,27837,1.5
435433,3009,31685,4.5
435450,3009,40988,0.5
435452,3009,44100,1.5
435456,3009,45517,2
435488,3009,57528,4.5
435490,3009,58559,4
435493,3009,59615,3.5
435494,3009,59784,5
435495,3009,60040,5
435519,3009,73321,4
435530,3009,78499,4.5
435532,3009,79185,4.5
435536,3009,80463,4
435537,3009,80549,2.5
435562,3009,94864,4
435564,3009,95167,4
435568,3009,95875,4.5
435584,3009,102445,4.5
435589,3009,103228,3.5
435592,3009,103335,4
435607,3009,107141,4
435622,3009,116823,4.5
435629,3009,136020,4.5
435642,3010,141,3
435643,3010,150,5
435650,3010,203,2.5
435658,3010,299,3.5
435660,3010,316,4.5
435663,3010,329,4
435674,3010,440,3.5
435698,3010,594,5
435704,3010,733,3
435709,3010,780,0.5
435732,3010,940,5
435743,3010,1029,3.5
435754,3010,1097,5
435758,3010,1129,3
435772,3010,1210,5
435782,3010,1233,3.5
435787,3010,1247,3
435788,3010,1250,5
435793,3010,1259,4
435796,3010,1270,5
435814,3010,1372,4
435832,3010,1562,1.5
435840,3010,1653,3
435841,3010,1673,3
435842,3010,1674,5
435848,3010,1884,2
435850,3010,1909,3
435887,3010,2174,3.5
435890,3010,2243,4
435893,3010,2273,3
435899,3010,2321,3
435911,3010,2406,3
435922,3010,2581,3
435945,3010,2804,3.5
435946,3010,2858,3
435954,3010,2949,3.5
435958,3010,2987,4
435960,3010,3035,4
435980,3010,3499,3
436008,3010,4370,1.5
436011,3010,4571,3.5
436018,3010,4963,2.5
436024,3010,5008,4.5
436026,3010,5013,4
436033,3010,5444,4
436039,3010,5602,5
436081,3010,41025,3
436084,3010,45517,3.5
436090,3010,48043,3.5
436103,3010,58559,3.5
436105,3010,59784,4
436108,3010,62849,3.5
436122,3011,858,4.5
436151,3011,1259,4
436152,3011,1266,4
436165,3011,2019,5
436166,3011,2321,3.5
436175,3011,2858,4
436216,3011,48043,3.5
436217,3011,48385,3.5
436243,3011,94864,3
436263,3012,500,1
436269,3012,1097,1
436278,3012,2174,4.5
436303,3012,3986,3.5
436307,3012,4235,4.5
436311,3012,4370,4.5
436320,3012,5218,4
436350,3012,31685,3
436384,3012,78499,5
436386,3012,80463,2
436426,3013,150,3
436429,3013,163,3
436446,3013,316,2.5
436458,3013,435,1
436465,3013,500,0.5
436473,3013,546,2
436483,3013,610,3.5
436488,3013,714,4
436489,3013,733,4
436498,3013,780,4
436502,3013,858,4
436522,3013,1097,1
436526,3013,1129,2.5
436537,3013,1209,4
436538,3013,1210,4.5
436559,3013,1266,4
436560,3013,1270,2.5
436569,3013,1298,3.5
436571,3013,1339,3.5
436581,3013,1407,2
436584,3013,1485,2.5
436592,3013,1562,2.5
436593,3013,1573,3.5
436597,3013,1591,2
436604,3013,1653,2.5
436607,3013,1673,4
436629,3013,1884,4.5
436631,3013,1909,2.5
436632,3013,1917,3
436638,3013,1974,3
436644,3013,2001,3.5
436652,3013,2019,4
436665,3013,2174,4
436668,3013,2273,2
436676,3013,2301,1.5
436708,3013,2515,1
436709,3013,2525,1
436714,3013,2616,3
436744,3013,2858,4.5
436747,3013,2889,1
436750,3013,2921,4
436755,3013,2949,5
436756,3013,2950,4
436764,3013,2987,5
436775,3013,3033,1.5
436792,3013,3265,3.5
436796,3013,3354,2.5
436802,3013,3439,2
436803,3013,3440,0.5
436809,3013,3508,4
436827,3013,3682,4
436829,3013,3694,0.5
436830,3013,3695,0.5
436835,3013,3704,2.5
436856,3013,3923,1
436869,3013,4020,2
436874,3013,4044,2.5
436884,3013,4223,4
436891,3013,4298,3.5
436896,3013,4343,2
436897,3013,4344,1.5
436900,3013,4367,2
436902,3013,4370,2.5
436903,3013,4388,1.5
436933,3013,4963,3
436945,3013,5218,2.5
436953,3013,5388,4
437000,3013,6250,4
437008,3013,6323,3
437014,3013,6503,0.5
437051,3013,7028,3
437064,3013,7317,2.5
437066,3013,7347,3
437079,3013,7809,3.5
437084,3013,8019,3.5
437102,3013,8640,2
437109,3013,8798,3
437116,3013,8873,4
437119,3013,8917,3.5
437120,3013,8947,2
437153,3013,27904,3
437158,3013,30812,3.5
437185,3013,37727,4
437189,3013,39446,2
437206,3013,44317,3.5
437208,3013,44779,3.5
437209,3013,44972,0.5
437222,3013,46530,2
437225,3013,46959,3.5
437228,3013,48043,4
437229,3013,48385,3
437233,3013,48738,5
437243,3013,50183,3.5
437278,3013,55442,2.5
437283,3013,56145,4
437289,3013,57326,0.5
437291,3013,57528,4
437295,3013,58559,5
437299,3013,59615,4
437300,3013,60040,3.5
437302,3013,60074,4
437311,3013,62849,3
437322,3013,65642,3.5
437333,3013,69640,3
437348,3013,73321,3
437364,3013,78499,3.5
437375,3013,80463,3
437390,3013,83613,3
437394,3013,85334,4
437416,3013,90403,2.5
437418,3013,90746,4
437419,3013,90809,3.5
437439,3013,94864,3
437441,3013,95167,3.5
437467,3013,102445,4
437472,3013,103228,4
437502,3013,110882,4
437518,3013,116823,4
437545,3013,136020,4
437551,3013,141761,4
437557,3013,152077,4
437567,3013,164181,4
437568,3013,165343,1
437582,3013,176371,5
437584,3013,177297,2.5
437587,3013,178667,4
437593,3013,182715,4
437595,3013,184253,3.5
437600,3013,189041,3
437603,3013,189577,3
437608,3013,192803,4
437617,3013,202161,0.5
437619,3013,204698,4
437632,3014,594,5
437637,3014,1270,5
437640,3014,1407,3.5
437649,3014,2174,4.5
437654,3014,2987,5
437668,3014,5218,4
437693,3014,58559,5
437700,3014,80549,5
437708,3014,103228,5
437731,3015,95,3
437732,3015,141,3
437737,3015,780,4
437740,3015,848,5
437741,3015,858,5
437742,3015,879,3
437752,3015,1183,3
437753,3015,1210,5
437792,3016,141,5
437795,3016,203,5
437801,3016,316,4.5
437809,3016,435,4
437812,3016,500,4.5
437822,3016,780,4.5
437841,3016,1285,5
437843,3016,1485,4
437850,3016,1907,5
437858,3016,2174,5
437859,3016,2273,4
437871,3016,2987,5
437877,3016,3258,5
437886,3016,3868,4.5
437895,3016,4367,4
437904,3016,5159,5
437905,3016,5218,5
437906,3016,5444,4
437920,3016,7000,5
437924,3016,7293,3.5
437969,3016,60074,4
437979,3016,73321,3
437987,3016,83134,5
437996,3016,102070,4
438014,3016,130506,4.5
438015,3016,130508,4.5
438032,3016,152077,4
438038,3016,163645,4
438040,3016,165343,4
438060,3016,189783,4
438066,3017,150,3
438073,3017,316,3
438075,3017,329,3
438099,3018,858,3.5
438102,3018,1653,5
438139,3018,55442,4
438142,3018,58559,3.5
438151,3018,80463,4
438165,3018,115569,4
438168,3019,193,2
438178,3019,3301,3.5
438181,3019,3824,3.5
438194,3019,58559,5
438200,3019,65216,4.5
438208,3019,69640,4.5
438222,3020,858,5
438240,3020,1238,5
438270,3020,2243,4
438271,3020,2301,4
438285,3020,2987,4
438301,3021,1233,5
438304,3021,1270,4
438309,3021,2599,3
438310,3021,2858,2
438318,3022,147,3
438333,3022,858,5
438374,3022,4367,2
438378,3022,4963,4
438409,3022,8798,4
438412,3022,30812,4
438413,3022,31685,4
438428,3022,46970,4
438441,3022,52245,3
438442,3022,52973,3
438460,3022,58559,5
438461,3022,59784,3.5
438463,3022,60074,4
438490,3022,79185,5
438492,3022,80549,3
438499,3022,85788,2.5
438549,3022,140523,3
438552,3022,142841,4.5
438560,3022,151687,4
438566,3023,500,3.5
438577,3023,1907,2
438613,3023,58559,3
438618,3023,76763,5
438621,3023,80463,4.5
438639,3024,95,2
438644,3024,135,3
438647,3024,150,3
438649,3024,160,3
438651,3024,163,3
438656,3024,203,4
438669,3024,280,4
438711,3024,500,4
438722,3024,550,5
438726,3024,585,3
438745,3024,733,5
438747,3024,809,4
438772,3025,316,4
438775,3025,329,4
438781,3025,440,4
438799,3025,780,4
438807,3025,1097,5
438814,3025,1210,5
438818,3025,1270,4
438823,3025,1372,4
438834,3025,1407,5
438841,3025,1562,3
438843,3025,1605,1
438855,3025,1909,5
438856,3025,1917,5
438861,3025,1971,3
438863,3025,1974,4
438867,3025,1978,3
438869,3025,1980,3
438874,3025,1995,5
438876,3025,2001,4
438885,3025,2072,3
438887,3025,2114,4
438900,3025,2174,4
438906,3025,2301,5
438907,3025,2316,4
438908,3025,2321,5
438920,3025,2399,4
438930,3025,2447,4
438935,3025,2485,4
438937,3025,2496,4
438942,3025,2515,3
438953,3025,2581,4
438954,3025,2599,5
438991,3025,2794,5
438994,3025,2804,5
439002,3025,2858,5
439010,3025,2950,4
439013,3025,2987,5
439017,3025,3033,5
439041,3026,95,1
439043,3026,141,4
439044,3026,150,4
439046,3026,160,4
439060,3026,316,3
439078,3026,435,3
439095,3026,733,5
439097,3026,780,4
439109,3027,101,3.5
439112,3027,141,3
439132,3027,329,2
439139,3027,440,3
439146,3027,500,2
439164,3027,733,2.5
439169,3027,780,3
439171,3027,785,2.5
439173,3027,858,5
439208,3027,1210,4
439219,3027,1247,4
439224,3027,1259,4
439226,3027,1270,3.5
439229,3027,1285,3.5
439238,3027,1372,2.5
439251,3027,1485,2
439256,3027,1562,1
439257,3027,1573,3
439265,3027,1653,3.5
439267,3027,1673,3.5
439279,3027,1884,3
439282,3027,1909,3
439284,3027,1917,2
439291,3027,2019,4
439305,3027,2174,3
439307,3027,2186,3.5
439310,3027,2243,3
439312,3027,2253,0.5
439313,3027,2273,3
439321,3027,2321,3
439330,3027,2496,2.5
439332,3027,2509,3.5
439337,3027,2599,3.5
439357,3027,2794,2.5
439358,3027,2804,4
439361,3027,2858,3.5
439372,3027,3033,3
439388,3027,3301,2
439405,3027,3730,3.5
439420,3027,3972,3
439432,3027,4211,3
439440,3027,4343,2.5
439442,3027,4370,3
439454,3027,4571,3
439481,3027,4963,3.5
439488,3027,5013,3.5
439493,3027,5222,3
439496,3027,5291,4
439505,3027,5444,3
439511,3027,5541,3
439519,3027,5693,3.5
439551,3028,150,4
439554,3028,163,4.5
439573,3028,329,4
439591,3028,500,3.5
439604,3028,594,3.5
439614,3028,733,4.5
439617,3028,780,4.5
439624,3028,858,4.5
439635,3028,1029,4.5
439647,3028,1097,4.5
439658,3028,1210,4.5
439668,3028,1247,4
439672,3028,1270,4.5
439690,3028,1407,4.5
439694,3028,1485,3.5
439699,3028,1573,4
439707,3028,1653,5
439719,3028,1909,4.5
439721,3028,1917,4
439724,3028,1927,4.5
439741,3028,2019,5
439747,3028,2072,5
439752,3028,2089,4.5
439761,3028,2137,4
439771,3028,2174,4.5
439772,3028,2273,4
439776,3028,2301,4.5
439778,3028,2321,5
439831,3028,2804,4.5
439836,3028,2858,5
439847,3028,2987,4.5
439851,3028,3033,4.5
439856,3028,3087,4.5
439868,3028,3301,4.5
439894,3028,3704,4
439901,3028,3833,4
439916,3028,4020,4.5
439930,3028,4344,3
439933,3028,4370,4.5
439937,3028,4571,5
439949,3028,4744,4
439954,3028,4963,4.5
439965,3028,5159,4.5
440016,3028,6755,5
440066,3028,8798,5
440070,3028,8917,4
440089,3028,42718,5
440098,3028,46530,4.5
440100,3028,46970,5
440101,3028,48385,4
440117,3029,95,3
440121,3029,135,3.5
440124,3029,193,1.5
440134,3029,281,2.5
440155,3029,435,3
440158,3029,449,4
440162,3029,500,4.5
440168,3029,550,3.5
440173,3029,585,4
440178,3029,594,3
440187,3029,733,2
440189,3029,765,2.5
440190,3029,780,4
440192,3029,785,3.5
440196,3029,858,4
440216,3029,1097,3
440225,3029,1210,4
440234,3029,1247,3
440243,3029,1339,1.5
440256,3029,1485,4
440262,3029,1526,3
440267,3029,1573,3.5
440276,3029,1673,3.5
440289,3029,1799,3
440291,3029,1810,3
440297,3029,1884,3
440299,3029,1907,3
440307,3029,2001,3.5
440319,3029,2114,3
440323,3029,2174,3
440324,3029,2186,2
440331,3029,2273,4
440346,3029,2447,3
440350,3029,2485,3.5
440361,3029,2581,3.5
440365,3029,2599,3.5
440391,3029,2858,3.5
440402,3029,2987,3
440406,3029,3033,3.5
440411,3029,3087,3
440432,3029,3301,3.5
440437,3029,3354,0.5
440444,3029,3525,2.5
440447,3029,3538,3.5
440454,3029,3646,3.5
440512,3029,4343,2
440513,3029,4344,2.5
440514,3029,4367,3.5
440519,3029,4571,3.5
440522,3029,4649,2.5
440530,3029,4774,3.5
440542,3029,4963,3.5
440547,3029,5027,3
440549,3029,5064,4
440551,3029,5106,0.5
440556,3029,5218,1
440558,3029,5283,3.5
440571,3029,5444,3.5
440580,3029,5621,3
440601,3029,6323,3.5
440606,3029,6503,3
440612,3029,6620,1.5
440622,3029,6879,4
440625,3029,6957,3
440626,3029,6992,3.5
440630,3029,7028,3
440637,3029,7229,3.5
440641,3029,7317,4
440669,3029,8917,3
440678,3029,26870,3
440685,3029,31685,2.5
440691,3029,33166,4
440695,3029,33646,3
440716,3029,45517,4
440722,3029,46970,4
440725,3029,48385,4.5
440729,3029,48738,4.5
440730,3029,49526,3.5
440731,3029,50658,5
440736,3029,52245,4
440737,3029,52973,4.5
440764,3029,59220,3
440792,3030,1097,2.5
440801,3030,1270,4.5
440807,3030,1907,3.5
440839,3030,32031,0.5
440853,3030,58559,4
440854,3030,59784,2.5
440865,3030,78499,2
440871,3030,88235,4
440876,3030,97306,5
440892,3031,1485,5
440895,3031,1591,4
440903,3031,1673,3
440930,3032,150,5
440946,3032,449,4
440967,3032,733,5
440968,3032,780,5
440976,3032,1184,5
440980,3032,1233,5
440997,3032,1573,5
441033,3032,2321,4
441050,3033,150,4
441052,3033,203,3
441067,3033,2485,2.5
441078,3033,30812,4
441086,3034,95,4
441087,3034,101,3
441090,3034,141,4
441091,3034,150,4
441096,3034,316,3
441097,3034,329,2
441110,3034,780,4
441129,3035,858,5
441138,3035,1233,4
441144,3035,1951,5
441145,3035,2019,3
441149,3035,2599,3
441152,3035,2949,3
441163,3036,95,4
441167,3036,163,3
441170,3036,179,3
441177,3036,236,4
441190,3036,329,3
441204,3036,435,4
441211,3036,550,4
441218,3036,610,3
441225,3037,858,4.5
441232,3037,58559,5
441258,3038,5218,2.5
441270,3038,30816,4
441292,3038,103335,3
441315,3039,1270,4.5
441321,3039,1653,4.5
441337,3039,7063,4.5
441354,3040,101,3
441356,3040,150,4
441368,3040,281,4
441398,3040,585,1
441410,3040,858,5
441438,3040,1029,3.5
441443,3040,1086,3
441449,3040,1097,3
441455,3040,1183,4
441457,3040,1187,4
441465,3040,1210,4
441476,3040,1247,5
441480,3040,1260,4
441481,3040,1266,4
441483,3040,1270,5
441490,3040,1285,3
441516,3040,1673,4
441530,3040,1909,3
441542,3040,2019,3
441551,3040,2137,5
441561,3040,2239,2
441567,3040,2301,3
441571,3040,2321,4
441584,3040,2599,5
441598,3040,2804,5
441599,3040,2858,4
441606,3040,2949,4
441610,3040,3022,4
441611,3040,3035,4
441653,3040,3525,3
441664,3040,3700,3.5
441689,3040,4211,4
441712,3040,4963,3
441717,3040,5013,3
441720,3040,5222,4
441737,3040,5693,3
441753,3040,6235,5
441758,3040,6380,4
441760,3040,6503,3
441763,3040,6620,4
441771,3040,6867,4
441775,3040,6957,4.5
441796,3040,8491,3
441815,3040,39183,3
441823,3040,46803,3.5
441826,3040,50658,5
441843,3040,58559,4
441861,3040,80463,4
441907,3041,141,4
441909,3041,171,3
441924,3041,435,5
441926,3041,500,4
441931,3041,585,4
441935,3041,663,4
441940,3041,860,4
441959,3041,1259,5
441961,3041,1270,5
441962,3041,1285,4
441970,3041,1485,4
442000,3041,2321,5
442012,3041,2599,4
442035,3042,150,4
442037,3042,160,3
442046,3042,236,3
442049,3042,280,3
442052,3042,316,3
442055,3042,329,3
442072,3042,500,3
442090,3043,150,3
442109,3043,500,5
442131,3044,1270,4.5
442142,3044,3301,4
442147,3044,3730,3
442156,3044,4223,5
442206,3045,95,1
442208,3045,135,3
442212,3045,780,5
442235,3046,95,3.5
442239,3046,135,2
442240,3046,141,3.5
442242,3046,147,4
442243,3046,150,3
442247,3046,160,2
442249,3046,163,3.5
442281,3046,435,3
442282,3046,440,1.5
442291,3046,500,3
442308,3046,733,3
442314,3046,780,3.5
442316,3046,785,3.5
442319,3046,798,2.5
442322,3046,858,5
442338,3046,1097,3.5
442351,3046,1209,3.5
442352,3046,1210,5
442365,3046,1259,4
442369,3046,1266,4
442371,3046,1270,4
442389,3046,1407,3.5
442394,3046,1485,1
442399,3046,1573,3.5
442423,3046,1884,4
442424,3046,1909,3.5
442425,3046,1917,3
442432,3046,2001,4
442448,3046,2174,3
442452,3046,2273,3.5
442464,3046,2412,3.5
442468,3046,2447,2
442496,3046,2858,4.5
442503,3046,2949,4
442510,3046,3033,3.5
442527,3046,3301,3
442558,3046,3868,3
442574,3046,4056,3.5
442582,3046,4223,4
442584,3046,4235,4
442592,3046,4343,2.5
442593,3046,4344,3.5
442596,3046,4370,2
442599,3046,4571,2.5
442613,3046,4963,4
442617,3046,5027,3.5
442627,3046,5388,2.5
442637,3046,5541,3.5
442653,3046,6280,2
442656,3046,6352,0.5
442662,3046,6503,2.5
442677,3046,6957,3.5
442679,3046,7000,3
442687,3046,7293,2.5
442715,3046,8798,4.5
442724,3046,26947,4.5
442742,3046,33166,4
442747,3046,34153,4
442765,3046,42011,2.5
442766,3046,42730,3
442773,3046,44317,3.5
442785,3046,46530,2
442786,3046,46970,3
442787,3046,46972,2.5
442790,3046,47221,3.5
442794,3046,48385,4
442798,3046,48738,4
442817,3046,52973,3.5
442822,3046,53550,3.5
442849,3046,58303,4
442850,3046,58559,5
442855,3046,59615,2.5
442857,3046,60074,3.5
442861,3046,60753,4
442869,3046,62849,2
442890,3046,69640,3
442898,3046,72733,3.5
442915,3046,80463,3.5
442922,3046,83760,3.5
442933,3046,87802,3
442949,3046,94864,3
442970,3047,150,4
442974,3047,160,3
442976,3047,163,3
442984,3047,193,1
442986,3047,203,2
442997,3047,236,4
443008,3047,280,3
443017,3047,316,3
443021,3047,329,4
443044,3047,426,3
443048,3047,435,3
443049,3047,440,4
443062,3047,500,4
443076,3047,585,3
443084,3047,594,2
443087,3047,610,4
443096,3048,329,4
443100,3048,500,3.5
443106,3048,780,3.5
443107,3048,858,5
443111,3048,1097,4.5
443115,3048,1210,5
443119,3048,1270,4.5
443140,3048,2950,1
443153,3048,4963,3
443173,3048,48385,4
443178,3048,58559,5
443180,3048,59615,4
443193,3049,163,2
443213,3049,435,2
443228,3049,733,4
443235,3049,858,5
443243,3049,1097,4
443248,3049,1210,5
443257,3049,1270,4
443258,3049,1339,3
443265,3049,1407,4
443267,3049,1573,3
443290,3049,2174,3
443294,3049,2273,4
443319,3049,2858,4
443338,3049,3499,4
443342,3049,3986,4
443349,3049,4571,4
443357,3050,2273,4
443366,3050,5218,5
443405,3050,95167,5
